Vardas              Pavarde              Galutinis
Vardas816           Pavarde816                5.48
Vardas817           Pavarde817                6.76
Vardas818           Pavarde818                7.80
Vardas819           Pavarde819                7.32
Vardas820           Pavarde820                5.12
Vardas821           Pavarde821                3.16
Vardas822           Pavarde822                2.04
Vardas823           Pavarde823                7.36
Vardas824           Pavarde824                4.96
Vardas825           Pavarde825                4.56
Vardas826           Pavarde826                6.80
Vardas827           Pavarde827                4.16
Vardas828           Pavarde828                5.84
Vardas829           Pavarde829                5.36
Vardas830           Pavarde830                2.80
Vardas831           Pavarde831                7.08
Vardas832           Pavarde832                6.44
Vardas833           Pavarde833                5.48
Vardas834           Pavarde834                3.00
Vardas835           Pavarde835                6.76
Vardas836           Pavarde836                4.20
Vardas837           Pavarde837                7.52
Vardas838           Pavarde838                4.48
Vardas839           Pavarde839                3.44
Vardas840           Pavarde840                3.28
Vardas841           Pavarde841                5.76
Vardas842           Pavarde842                6.16
Vardas843           Pavarde843                4.96
Vardas844           Pavarde844                5.96
Vardas845           Pavarde845                6.32
Vardas846           Pavarde846                2.92
Vardas847           Pavarde847                5.68
Vardas848           Pavarde848                5.96
Vardas849           Pavarde849                5.88
Vardas850           Pavarde850                7.60
Vardas851           Pavarde851                6.88
Vardas852           Pavarde852                2.88
Vardas853           Pavarde853                5.56
Vardas854           Pavarde854                5.00
Vardas855           Pavarde855                3.40
Vardas856           Pavarde856                3.60
Vardas857           Pavarde857                3.40
Vardas858           Pavarde858                6.92
Vardas859           Pavarde859                3.76
Vardas860           Pavarde860                3.52
Vardas861           Pavarde861                7.16
Vardas862           Pavarde862                4.24
Vardas863           Pavarde863                2.56
Vardas864           Pavarde864                4.12
Vardas865           Pavarde865                8.28
Vardas866           Pavarde866                6.60
Vardas867           Pavarde867                3.40
Vardas868           Pavarde868                3.68
Vardas869           Pavarde869                5.32
Vardas870           Pavarde870                6.84
Vardas871           Pavarde871                7.16
Vardas872           Pavarde872                3.76
Vardas873           Pavarde873                7.92
Vardas874           Pavarde874                5.96
Vardas875           Pavarde875                3.64
Vardas876           Pavarde876                5.76
Vardas877           Pavarde877                3.28
Vardas878           Pavarde878                7.76
Vardas879           Pavarde879                7.24
Vardas880           Pavarde880                6.52
Vardas881           Pavarde881                7.64
Vardas882           Pavarde882                7.52
